Id,SalePrice
1965,148500
1966,148500
1967,227680
1968,386250
1969,318000
1970,220000
1971,200000
1972,367294
1973,230000
1974,250000
1975,386250
1976,290000
1977,260000
1978,250000
1979,264132
1980,259000
1981,147000
1982,230000
1983,230000
1984,175500
1985,220000
1986,140000
1987,137450
1988,190000
1989,190000
1990,190000
1991,392000
1992,185000
1993,190000
1994,185000
1995,185000
1996,285000
1997,248000
1998,285000
1999,280000
2000,290000
2001,290000
2002,220000
2003,230000
2004,230000
2005,190000
2006,250580
2007,239000
2008,241000
2009,190000
2010,214000
2011,159000
2012,190000
2013,190000
2014,190000
2015,143000
2016,190000
2017,185000
2018,148000
2019,140000
2020,125000
2021,130000
2022,140000
2023,154000
2024,190000
2025,285000
2026,151000
2027,151000
2028,146000
2029,179400
2030,264132
2031,199900
2032,286000
2033,264132
2034,160000
2035,250000
2036,315000
2037,315000
2038,264132
2039,324000
2040,625000
2041,235000
2042,185000
2043,175000
2044,167000
2045,162000
2046,162000
2047,140000
2048,140000
2049,142600
2050,152000
2051,135000
2052,140000
2053,135000
2054,153000
2055,135000
2056,145000
2057,139000
2058,190000
2059,119500
2060,193500
2061,140000
2062,145000
2063,119000
2064,140000
2065,163000
2066,140000
2067,135000
2068,93000
2069,106250
2070,105000
2071,105000
2072,123000
2073,145000
2074,140000
2075,139000
2076,140000
2077,186700
2078,145000
2079,140000
2080,105500
2081,135000
2082,141000
2083,140000
2084,145000
2085,155000
2086,155000
2087,105000
2088,135000
2089,86000
2090,109500
2091,102776
2092,131500
2093,124000
2094,378500
2095,140000
2096,110000
2097,79000
2098,200000
2099,86000
2100,87000
2101,131500
2102,140000
2103,110000
2104,137000
2105,115000
2106,110000
2107,139000
2108,89500
2109,100000
2110,120000
2111,140000
2112,100000
2113,100000
2114,79000
2115,140000
2116,140000
2117,136000
2118,135000
2119,109500
2120,120000
2121,100000
2122,100000
2123,112000
2124,200000
2125,140000
2126,135000
2127,136000
2128,109500
2129,378500
2130,135000
2131,200000
2132,137000
2133,140000
2134,136000
2135,149000
2136,100000
2137,172500
2138,125000
2139,135000
2140,130000
2141,181500
2142,135000
2143,140000
2144,160000
2145,145000
2146,250000
2147,140000
2148,200000
2149,147000
2150,190000
2151,169500
2152,118000
2153,118000
2154,147000
2155,126500
2156,200000
2157,275000
2158,230000
2159,155835
2160,230000
2161,230000
2162,280000
2163,313000
2164,290000
2165,190000
2166,147000
2167,190000
2168,155000
2169,230000
2170,143000
2171,140000
2172,128500
2173,185000
2174,230000
2175,285000
2176,438780
2177,230000
2178,255900
2179,140000
2180,260000
2181,210000
2182,227680
2183,230000
2184,135000
2185,125000
2186,121500
2187,110000
2188,110000
2189,108000
2190,82000
2191,139000
2192,145000
2193,125000
2194,169000
2195,120000
2196,83000
2197,40000
2198,139000
2199,137450
2200,135000
2201,140000
2202,189950
2203,140000
2204,137450
2205,135000
2206,135000
2207,239000
2208,234000
2209,154300
2210,124000
2211,119000
2212,110000
2213,135000
2214,124000
2215,120500
2216,139000
2217,87000
2218,135000
2219,135000
2220,137000
2221,275000
2222,275000
2223,285000
2224,213000
2225,124500
2226,155000
2227,190000
2228,220000
2229,239000
2230,187500
2231,239900
2232,181000
2233,207500
2234,220000
2235,220000
2236,451950
2237,451950
2238,206300
2239,155000
2240,162000
2241,169900
2242,160000
2243,127000
2244,91000
2245,91000
2246,130000
2247,140000
2248,124500
2249,129500
2250,135000
2251,135000
2252,140000
2253,163900
2254,178000
2255,185000
2256,185000
2257,200000
2258,170000
2259,185000
2260,190000
2261,175000
2262,212000
2263,278000
2264,280000
2265,157000
2266,451950
2267,149500
2268,555000
2269,260000
2270,225000
2271,170000
2272,235000
2273,260000
2274,157000
2275,185750
2276,175000
2277,185750
2278,93000
2279,174900
2280,141000
2281,189000
2282,151000
2283,100000
2284,100000
2285,148500
2286,125000
2287,394617
2288,241000
2289,430000
2290,451950
2291,239000
2292,394617
2293,386250
2294,266000
2295,386250
2296,315000
2297,325000
2298,266000
2299,250000
2300,250000
2301,190000
2302,230000
2303,190000
2304,227680
2305,209500
2306,209500
2307,185000
2308,209500
2309,190000
2310,190000
2311,230000
2312,190000
2313,190000
2314,198500
2315,190000
2316,214000
2317,143000
2318,190000
2319,190000
2320,392000
2321,215000
2322,215000
2323,163900
2324,155835
2325,190000
2326,163900
2327,190000
2328,190000
2329,185000
2330,185000
2331,290000
2332,290000
2333,290000
2334,285000
2335,285000
2336,290000
2337,230000
2338,179900
2339,259000
2340,385000
2341,230000
2342,230000
2343,225000
2344,259000
2345,230000
2346,190000
2347,190000
2348,190000
2349,215200
2350,139000
2351,208900
2352,250000
2353,200000
2354,84500
2355,84500
2356,155000
2357,190000
2358,190000
2359,100000
2360,125000
2361,133000
2362,324000
2363,155000
2364,135000
2365,172500
2366,172500
2367,151000
2368,303477
2369,144152
2370,179400
2371,177000
2372,176000
2373,176000
2374,239000
2375,167000
2376,239000
2377,324000
2378,154000
2379,185000
2380,135000
2381,140000
2382,176000
2383,190000
2384,213000
2385,162000
2386,154000
2387,135000
2388,123000
2389,140000
2390,140000
2391,140000
2392,127000
2393,145000
2394,179900
2395,200000
2396,145000
2397,157900
2398,135000
2399,39300
2400,120000
2401,190000
2402,135000
2403,171000
2404,198500
2405,163000
2406,149900
2407,110000
2408,140000
2409,155000
2410,205000
2411,140000
2412,140000
2413,140000
2414,118000
2415,140000
2416,140000
2417,170000
2418,110000
2419,135000
2420,140000
2421,160000
2422,190000
2423,105000
2424,110000
2425,200000
2426,137900
2427,117000
2428,140000
2429,110000
2430,135000
2431,140000
2432,135000
2433,135000
2434,125000
2435,207500
2436,109900
2437,138000
2438,135000
2439,475000
2440,140000
2441,112000
2442,135000
2443,140000
2444,110000
2445,60000
2446,110000
2447,475000
2448,139000
2449,137500
2450,140000
2451,147000
2452,160000
2453,106250
2454,107500
2455,110000
2456,214000
2457,136000
2458,135000
2459,119000
2460,140000
2461,100000
2462,135000
2463,140000
2464,93000
2465,155000
2466,127000
2467,140000
2468,137000
2469,114504
2470,140000
2471,120500
2472,98000
2473,136000
2474,109500
2475,159500
2476,119900
2477,145000
2478,167000
2479,140000
2480,172500
2481,138000
2482,157000
2483,138000
2484,140000
2485,154000
2486,128200
2487,256000
2488,230000
2489,135000
2490,154000
2491,112000
2492,328000
2493,110000
2494,115000
2495,141000
2496,190000
2497,130000
2498,91000
2499,108000
2500,275000
2501,135000
2502,135000
2503,109500
2504,144000
2505,175900
2506,230000
2507,380000
2508,230000
2509,230000
2510,230000
2511,230000
2512,230000
2513,212000
2514,260000
2515,145000
2516,175900
2517,125000
2518,93500
2519,230000
2520,221000
2521,230000
2522,230000
2523,149000
2524,187500
2525,255900
2526,134900
2527,127000
2528,110000
2529,178000
2530,135000
2531,220000
2532,230000
2533,230000
2534,255900
2535,220000
2536,160000
2537,260000
2538,230000
2539,190000
2540,230000
2541,230000
2542,190000
2543,187500
2544,140000
2545,115000
2546,115000
2547,144000
2548,290000
2549,140000
2550,160000
2551,140000
2552,147000
2553,82000
2554,128950
2555,75500
2556,110000
2557,115000
2558,107500
2559,144000
2560,188700
2561,198500
2562,135000
2563,140000
2564,135000
2565,140000
2566,82500
2567,133900
2568,170000
2569,175000
2570,124000
2571,181000
2572,125000
2573,234000
2574,84900
2575,120500
2576,475000
2577,163000
2578,137500
2579,110000
2580,160000
2581,135000
2582,174000
2583,275000
2584,180000
2585,285000
2586,235000
2587,175000
2588,154000
2589,135000
2590,325000
2591,176000
2592,190000
2593,501837
2594,134900
2595,213000
2596,312500
2597,190000
2598,190000
2599,555000
2600,171000
2601,140000
2602,119500
2603,91000
2604,80000
2605,85400
2606,133000
2607,260000
2608,140000
2609,137500
2610,124500
2611,141000
2612,197500
2613,112000
2614,171000
2615,155000
2616,135000
2617,171000
2618,190000
2619,155000
2620,190000
2621,185000
2622,185000
2623,260000
2624,219210
2625,430000
2626,175000
2627,151000
2628,325000
2629,266000
2630,239900
2631,625000
2632,239000
2633,451950
2634,165000
2635,140000
2636,190000
2637,176000
2638,179900
2639,170000
2640,165000
2641,145000
2642,151000
2643,125000
2644,125000
2645,106000
2646,106000
2647,106000
2648,128000
2649,140000
2650,148500
2651,146000
2652,225000
2653,181000
2654,264561
2655,394617
2656,264132
2657,225000
2658,241000
2659,185000
2660,190000
2661,394617
2662,451950
2663,230000
2664,319900
2665,264561
2666,319900
2667,190000
2668,190000
2669,181000
2670,290000
2671,190000
2672,215000
2673,215000
2674,215000
2675,190000
2676,190000
2677,185000
2678,230000
2679,348000
2680,340000
2681,290000
2682,290000
2683,290000
2684,290000
2685,280000
2686,241000
2687,264561
2688,181000
2689,190000
2690,179900
2691,190000
2692,84500
2693,250000
2694,159000
2695,190000
2696,230000
2697,193500
2698,259000
2699,190000
2700,185000
2701,125000
2702,159000
2703,95000
2704,140000
2705,140000
2706,85000
2707,159000
2708,127000
2709,135000
2710,135000
2711,152000
2712,290000
2713,199900
2714,151000
2715,177000
2716,148800
2717,208900
2718,208900
2719,140000
2720,176000
2721,140000
2722,250000
2723,129000
2724,135000
2725,135000
2726,160000
2727,140000
2728,140000
2729,140000
2730,135000
2731,110000
2732,110000
2733,108000
2734,244400
2735,135000
2736,135000
2737,110000
2738,135000
2739,140000
2740,140000
2741,112000
2742,350000
2743,144500
2744,140000
2745,145000
2746,135000
2747,108000
2748,148000
2749,135000
2750,135000
2751,135000
2752,230000
2753,143000
2754,160000
2755,140000
2756,105000
2757,82000
2758,135000
2759,161000
2760,140000
2761,135000
2762,126500
2763,140000
2764,108000
2765,205000
2766,140000
2767,87500
2768,178740
2769,135000
2770,119200
2771,127000
2772,145000
2773,137000
2774,119000
2775,161000
2776,170000
2777,137000
2778,151000
2779,122000
2780,125000
2781,110000
2782,140000
2783,135000
2784,145000
2785,124000
2786,84500
2787,135000
2788,110000
2789,163000
2790,160000
2791,139000
2792,85000
2793,116000
2794,125000
2795,135000
2796,115000
2797,140000
2798,87000
2799,67000
2800,135000
2801,125000
2802,119000
2803,140000
2804,140000
2805,60000
2806,60000
2807,190000
2808,145000
2809,145000
2810,133000
2811,207500
2812,138000
2813,430000
2814,135000
2815,124000
2816,280000
2817,147000
2818,147000
2819,187500
2820,140000
2821,140000
2822,211000
2823,200000
2824,170000
2825,163000
2826,118000
2827,110000
2828,180000
2829,260000
2830,290000
2831,230000
2832,220000
2833,220000
2834,230000
2835,230000
2836,230000
2837,192000
2838,140000
2839,155000
2840,175000
2841,230000
2842,215000
2843,135000
2844,200000
2845,135000
2846,230000
2847,221000
2848,255900
2849,230000
2850,230000
2851,255900
2852,250000
2853,225000
2854,140000
2855,180000
2856,230000
2857,230000
2858,210000
2859,140000
2860,127500
2861,125000
2862,130000
2863,140000
2864,235128
2865,140000
2866,130000
2867,110000
2868,115000
2869,135000
2870,141000
2871,135000
2872,86000
2873,135000
2874,110000
2875,157000
2876,165000
2877,135000
2878,136000
2879,135000
2880,91000
2881,93000
2882,140000
2883,155000
2884,230000
2885,140000
2886,205000
2887,115000
2888,132000
2889,89000
2890,75500
2891,89500
2892,107500
2893,135000
2894,127000
2895,260000
2896,275000
2897,175000
2898,171000
2899,230000
2900,223500
2901,157900
2902,197500
2903,264561
2904,264132
2905,141000
2906,260000
2907,115000
2908,171000
2909,171000
2910,81000
2911,80000
2912,158000
2913,119500
2914,119500
2915,119500
2916,80000
2917,145000
2918,147000
2919,228000
